pop,hispanic_or_latino,white,black,native_american,asian,nhpi,other,two_or_more,sex_ratio,bachelors,income,foreign_born,age,county,state,margin
"195,963.000",0.024,0.799,0.126,0.001,0.020,0.001,0.002,0.028,0.919,0.370,"61,743",0.030,40.60,Sangamon, Illinois,-0.04
"6,897.000",0.009,0.927,0.051,0.000,0.001,0.000,0.000,0.012,1.203,0.240,"51,376",0.015,48,Schuyler, Illinois,-0.44
"4,982.000",0.012,0.965,0.004,0.002,0.004,0.006,0.000,0.007,0.953,0.189,"59,352",0.015,45,Scott, Illinois,-0.56
"21,623.000",0.011,0.971,0.006,0.001,0.003,0.000,0.000,0.008,0.965,0.204,"59,134",0.011,45.10,Shelby, Illinois,-0.57
"5,393.000",0.020,0.945,0.006,0.000,0.010,0.000,0.001,0.019,0.969,0.238,"53,828",0.017,45.10,Stark, Illinois,-0.41
"44,683.000",0.042,0.818,0.096,0.002,0.008,0.000,0.002,0.033,0.934,0.176,"50,466",0.021,45.50,Stephenson, Illinois,-0.16
"132,524.000",0.024,0.937,0.012,0.001,0.010,0.000,0.000,0.015,0.969,0.293,"66,220",0.017,41.30,Tazewell, Illinois,-0.26
"16,829.000",0.053,0.909,0.013,0.001,0.003,0.000,0.003,0.018,1.020,0.172,"51,655",0.028,43.80,Union, Illinois,-0.40
"76,704.000",0.052,0.779,0.141,0.002,0.010,0.000,0.001,0.016,0.992,0.157,"46,842",0.020,40.80,Vermilion, Illinois,-0.33
"11,390.000",0.022,0.941,0.002,0.000,0.017,0.000,0.000,0.018,0.972,0.269,"48,878",0.024,44.30,Wabash, Illinois,-0.53
"16,981.000",0.098,0.830,0.040,0.004,0.012,0.000,0.004,0.012,0.942,0.293,"54,291",0.052,39.80,Warren, Illinois,-0.20
"13,967.000",0.015,0.960,0.006,0.001,0.008,0.000,0.000,0.010,0.984,0.303,"64,390",0.013,44.50,Washington, Illinois,-0.57
"16,309.000",0.016,0.962,0.009,0.001,0.003,0.000,0.000,0.010,0.976,0.187,"50,205",0.007,43.60,Wayne, Illinois,-0.71
"13,712.000",0.015,0.962,0.009,0.002,0.002,0.000,0.000,0.009,0.961,0.161,"48,303",0.009,44.80,White, Illinois,-0.58
"55,583.000",0.123,0.841,0.012,0.001,0.006,0.002,0.000,0.016,1.000,0.240,"57,172",0.030,43.60,Whiteside, Illinois,-0.08
"689,704.000",0.177,0.629,0.111,0.001,0.055,0.001,0.001,0.025,0.984,0.355,"90,800",0.121,38.10,Will, Illinois,0.08
"66,929.000",0.027,0.894,0.039,0.002,0.012,0.000,0.001,0.025,0.992,0.245,"52,076",0.017,41,Williamson, Illinois,-0.37
"283,635.000",0.131,0.681,0.128,0.001,0.027,0.000,0.001,0.031,0.953,0.224,"55,310",0.088,39.80,Winnebago, Illinois,0.03
"38,503.000",0.019,0.954,0.006,0.000,0.005,0.000,0.000,0.016,0.996,0.340,"74,777",0.018,40.30,Woodford, Illinois,-0.40
"35,544.000",0.046,0.933,0.010,0.000,0.003,0.000,0.003,0.005,0.996,0.141,"52,712",0.010,33.20,Adams, Indiana,-0.52
"375,520.000",0.076,0.732,0.111,0.001,0.042,0.000,0.002,0.035,0.957,0.327,"57,104",0.068,36,Allen, Indiana,-0.11
"83,280.000",0.072,0.806,0.015,0.001,0.079,0.000,0.005,0.022,1.004,0.405,"66,978",0.105,38,Bartholomew, Indiana,-0.26
"8,695.000",0.054,0.922,0.006,0.000,0.001,0.001,0.000,0.016,0.992,0.243,"52,656",0.016,40.80,Benton, Indiana,-0.49
"11,926.000",0.017,0.954,0.004,0.002,0.003,0.000,0.000,0.019,0.961,0.156,"44,341",0.013,44.50,Blackford, Indiana,-0.46
"66,875.000",0.032,0.899,0.018,0.001,0.032,0.000,0.001,0.018,0.980,0.485,"89,444",0.046,38.10,Boone, Indiana,-0.18
"15,093.000",0.018,0.954,0.012,0.000,0.002,0.000,0.000,0.014,0.976,0.300,"66,833",0.011,49.30,Brown, Indiana,-0.31
"20,137.000",0.043,0.935,0.006,0.001,0.002,0.000,0.001,0.012,1.016,0.166,"56,159",0.023,43.20,Carroll, Indiana,-0.51
"37,727.000",0.157,0.790,0.011,0.003,0.014,0.000,0.001,0.023,0.992,0.107,"49,020",0.085,40.60,Cass, Indiana,-0.41
"117,410.000",0.055,0.824,0.063,0.000,0.009,0.000,0.005,0.044,0.946,0.225,"57,111",0.038,39.10,Clark, Indiana,-0.18
"26,231.000",0.015,0.956,0.006,0.002,0.003,0.000,0.000,0.018,0.965,0.148,"59,398",0.010,42.10,Clay, Indiana,-0.57
"32,186.000",0.161,0.818,0.006,0.000,0.003,0.000,0.001,0.011,0.988,0.152,"53,750",0.070,37.60,Clinton, Indiana,-0.46
"10,582.000",0.016,0.958,0.004,0.001,0.000,0.000,0.001,0.020,1.037,0.167,"41,761",0.002,42.70,Crawford, Indiana,-0.43
"33,277.000",0.053,0.895,0.017,0.000,0.002,0.000,0.003,0.028,1.012,0.128,"53,800",0.025,34.40,Daviess, Indiana,-0.62
"49,612.000",0.013,0.962,0.007,0.001,0.006,0.001,0.000,0.011,0.988,0.325,"70,779",0.010,42.60,Dearborn, Indiana,-0.55
"26,587.000",0.021,0.946,0.001,0.000,0.019,0.000,0.003,0.010,0.992,0.253,"60,794",0.019,39.60,Decatur, Indiana,-0.58
"43,193.000",0.029,0.950,0.004,0.000,0.004,0.000,0.000,0.014,0.996,0.220,"58,415",0.011,38.50,DeKalb, Indiana,-0.47
"114,461.000",0.025,0.865,0.067,0.001,0.014,0.000,0.001,0.027,0.934,0.299,"45,910",0.022,35.70,Delaware, Indiana,-0.13
"42,534.000",0.079,0.900,0.005,0.000,0.007,0.000,0.001,0.007,0.988,0.291,"62,846",0.047,40.30,Dubois, Indiana,-0.40
"205,184.000",0.162,0.743,0.053,0.002,0.009,0.000,0.002,0.029,0.976,0.180,"58,509",0.079,35.60,Elkhart, Indiana,-0.28
"23,068.000",0.013,0.941,0.025,0.002,0.000,0.000,0.000,0.019,0.957,0.180,"47,465",0.009,42.90,Fayette, Indiana,-0.54
"77,879.000",0.034,0.875,0.051,0.002,0.011,0.000,0.000,0.026,0.938,0.330,"67,603",0.024,39.90,Floyd, Indiana,-0.14
"16,456.000",0.026,0.951,0.004,0.001,0.005,0.000,0.000,0.013,1.000,0.214,"52,334",0.018,43,Fountain, Indiana,-0.57
"22,750.000",0.012,0.967,0.001,0.000,0.004,0.000,0.000,0.017,0.984,0.257,"68,180",0.009,42,Franklin, Indiana,-0.63
"20,069.000",0.053,0.916,0.007,0.002,0.002,0.000,0.002,0.019,0.976,0.141,"50,597",0.033,41.60,Fulton, Indiana,-0.48
"33,711.000",0.017,0.929,0.023,0.000,0.004,0.000,0.001,0.026,1.016,0.236,"56,638",0.019,40.60,Gibson, Indiana,-0.48
"66,055.000",0.044,0.846,0.070,0.001,0.009,0.000,0.001,0.029,0.908,0.200,"46,900",0.016,40.20,Grant, Indiana,-0.39
"32,174.000",0.017,0.961,0.003,0.000,0.002,0.001,0.000,0.016,0.996,0.180,"51,777",0.009,43.10,Greene, Indiana,-0.52
"330,455.000",0.041,0.830,0.039,0.001,0.060,0.000,0.003,0.024,0.957,0.626,"98,880",0.087,37.60,Hamilton, Indiana,-0.07
"76,614.000",0.025,0.919,0.027,0.000,0.009,0.000,0.001,0.019,0.988,0.366,"75,647",0.022,40.10,Hancock, Indiana,-0.38
"40,164.000",0.020,0.950,0.005,0.001,0.005,0.000,0.004,0.014,0.992,0.167,"59,169",0.012,42.60,Harrison, Indiana,-0.46
"166,806.000",0.041,0.832,0.070,0.001,0.029,0.000,0.004,0.023,1.000,0.429,"84,754",0.050,37.90,Hendricks, Indiana,-0.24
"48,158.000",0.019,0.934,0.025,0.002,0.003,0.000,0.001,0.015,1.105,0.135,"51,104",0.005,42,Henry, Indiana,-0.45
"82,486.000",0.035,0.845,0.079,0.004,0.013,0.000,0.002,0.021,0.931,0.247,"56,387",0.021,41.40,Howard, Indiana,-0.32
"36,351.000",0.025,0.944,0.009,0.003,0.007,0.002,0.000,0.011,0.976,0.250,"54,286",0.015,41.40,Huntington, Indiana,-0.50
"44,077.000",0.073,0.872,0.014,0.001,0.024,0.000,0.005,0.010,0.984,0.187,"55,097",0.053,39.20,Jackson, Indiana,-0.53
"33,433.000",0.061,0.900,0.009,0.000,0.002,0.000,0.000,0.027,1.004,0.197,"61,889",0.024,40.50,Jasper, Indiana,-0.49
"20,697.000",0.032,0.947,0.003,0.003,0.005,0.000,0.000,0.010,1.004,0.137,"45,864",0.013,40.20,Jay, Indiana,-0.52
"32,167.000",0.029,0.924,0.021,0.002,0.005,0.000,0.003,0.016,0.912,0.170,"51,981",0.012,41.10,Jefferson, Indiana,-0.34
"27,639.000",0.026,0.948,0.010,0.004,0.001,0.000,0.000,0.011,1.024,0.181,"61,610",0.011,39.40,Jennings, Indiana,-0.57
"156,148.000",0.037,0.882,0.026,0.002,0.038,0.000,0.003,0.013,0.969,0.363,"72,928",0.043,37.60,Johnson, Indiana,-0.34
"36,833.000",0.023,0.917,0.029,0.001,0.008,0.001,0.000,0.022,1.024,0.237,"47,394",0.015,39.20,Knox, Indiana,-0.47
"79,156.000",0.081,0.875,0.007,0.002,0.015,0.000,0.005,0.016,0.996,0.329,"62,789",0.047,38.90,Kosciusko, Indiana,-0.51
"39,537.000",0.041,0.940,0.002,0.000,0.001,0.000,0.001,0.015,1.024,0.114,"69,331",0.017,31.80,LaGrange, Indiana,-0.54
"485,983.000",0.194,0.535,0.234,0.002,0.014,0.000,0.003,0.019,0.938,0.271,"57,530",0.067,39.10,Lake, Indiana,0.15
"110,026.000",0.068,0.786,0.105,0.003,0.007,0.000,0.001,0.030,1.062,0.181,"57,010",0.034,40.30,LaPorte, Indiana,-0.07
"45,552.000",0.017,0.950,0.004,0.002,0.005,0.000,0.004,0.017,0.965,0.194,"57,740",0.016,43.50,Lawrence, Indiana,-0.51
"129,486.000",0.042,0.843,0.079,0.002,0.005,0.000,0.003,0.026,1.000,0.175,"51,476",0.018,40.50,Madison, Indiana,-0.23
"957,337.000",0.105,0.543,0.279,0.002,0.035,0.000,0.004,0.032,0.931,0.379,"51,219",0.096,34.40,Marion, Indiana,0.29
"46,336.000",0.102,0.871,0.006,0.000,0.005,0.000,0.000,0.016,1.000,0.176,"54,207",0.049,39.70,Marshall, Indiana,-0.41
"10,169.000",0.024,0.941,0.008,0.010,0.003,0.000,0.000,0.013,1.028,0.212,"55,378",0.004,41.80,Martin, Indiana,-0.59
"35,684.000",0.034,0.884,0.044,0.006,0.006,0.000,0.001,0.025,1.114,0.148,"50,616",0.015,39.80,Miami, Indiana,-0.53
"147,318.000",0.035,0.833,0.033,0.002,0.065,0.000,0.001,0.031,0.988,0.519,"52,229",0.082,29.90,Monroe, Indiana,0.28
"38,295.000",0.049,0.916,0.008,0.001,0.007,0.000,0.001,0.017,1.020,0.278,"56,408",0.033,40.60,Montgomery, Indiana,-0.49
"70,141.000",0.017,0.954,0.003,0.000,0.008,0.000,0.002,0.016,0.984,0.185,"67,680",0.014,41.40,Morgan, Indiana,-0.55
"13,981.000",0.068,0.907,0.013,0.001,0.000,0.000,0.000,0.011,1.016,0.258,"57,866",0.036,44.10,Newton, Indiana,-0.52
"47,640.000",0.104,0.868,0.006,0.001,0.007,0.001,0.001,0.012,1.012,0.178,"58,947",0.054,38.90,Noble, Indiana,-0.50
"5,890.000",0.014,0.953,0.005,0.001,0.005,0.000,0.001,0.022,0.988,0.216,"63,649",0.010,47.80,Ohio, Indiana,-0.45
"19,552.000",0.007,0.948,0.025,0.001,0.005,0.000,0.000,0.014,1.008,0.106,"52,164",0.018,42.30,Orange, Indiana,-0.48
"20,854.000",0.013,0.960,0.000,0.005,0.005,0.000,0.000,0.016,1.062,0.219,"52,204",0.011,45.30,Owen, Indiana,-0.49
"16,912.000",0.016,0.945,0.013,0.002,0.000,0.000,0.001,0.023,0.894,0.074,"55,853",0.010,43.20,Parke, Indiana,-0.56
"19,091.000",0.015,0.939,0.027,0.002,0.006,0.000,0.001,0.011,1.141,0.170,"51,496",0.008,42.20,Perry, Indiana,-0.25
"12,364.000",0.015,0.962,0.008,0.000,0.006,0.000,0.000,0.010,0.976,0.180,"55,022",0.011,44.30,Pike, Indiana,-0.53
"169,482.000",0.102,0.824,0.037,0.002,0.013,0.000,0.000,0.022,0.976,0.307,"72,255",0.038,39.40,Porter, Indiana,-0.06
"25,480.000",0.012,0.955,0.016,0.001,0.003,0.000,0.004,0.010,0.992,0.288,"64,983",0.008,42.70,Posey, Indiana,-0.41
"12,482.000",0.031,0.939,0.002,0.001,0.005,0.003,0.000,0.020,1.008,0.252,"49,140",0.017,41.40,Pulaski, Indiana,-0.48
"37,419.000",0.020,0.915,0.025,0.002,0.027,0.000,0.000,0.010,1.105,0.114,"61,505",0.031,38,Putnam, Indiana,-0.50
"24,694.000",0.036,0.923,0.004,0.000,0.004,0.000,0.016,0.017,0.965,0.165,"53,322",0.021,42.90,Randolph, Indiana,-0.52
"28,457.000",0.018,0.952,0.003,0.001,0.009,0.000,0.004,0.013,0.976,0.239,"60,055",0.013,40.60,Ripley, Indiana,-0.59
"16,632.000",0.017,0.956,0.019,0.000,0.001,0.000,0.001,0.006,0.972,0.134,"56,814",0.007,42.50,Rush, Indiana,-0.54
"270,881.000",0.089,0.718,0.126,0.003,0.025,0.001,0.004,0.035,0.949,0.348,"54,433",0.063,36.70,St. Joseph, Indiana,0.06
"23,785.000",0.024,0.947,0.002,0.007,0.003,0.000,0.005,0.013,0.969,0.158,"45,123",0.008,41.80,Scott, Indiana,-0.46
"44,559.000",0.045,0.919,0.010,0.000,0.005,0.000,0.002,0.018,0.972,0.260,"59,712",0.025,40.60,Shelby, Indiana,-0.48
"20,364.000",0.030,0.944,0.006,0.001,0.004,0.000,0.003,0.012,1.016,0.181,"56,919",0.016,44.30,Spencer, Indiana,-0.38
"22,996.000",0.040,0.937,0.007,0.000,0.003,0.000,0.000,0.013,0.992,0.142,"49,705",0.017,41.60,Starke, Indiana,-0.47
"34,591.000",0.037,0.935,0.004,0.000,0.006,0.000,0.000,0.017,1.045,0.253,"58,905",0.016,43.60,Steuben, Indiana,-0.42
"20,647.000",0.018,0.914,0.037,0.001,0.008,0.000,0.003,0.019,1.128,0.073,"49,449",0.011,41.30,Sullivan, Indiana,-0.50
"10,727.000",0.020,0.952,0.006,0.000,0.007,0.000,0.000,0.015,1.066,0.076,"51,270",0.019,40.70,Switzerland, Indiana,-0.52
"193,302.000",0.085,0.751,0.055,0.002,0.081,0.000,0.004,0.022,1.045,0.478,"51,926",0.118,28.40,Tippecanoe, Indiana,0.01
"15,154.000",0.030,0.946,0.001,0.000,0.004,0.000,0.000,0.020,0.969,0.326,"68,707",0.014,44.90,Tipton, Indiana,-0.53
"7,140.000",0.022,0.949,0.001,0.000,0.018,0.000,0.000,0.010,0.965,0.216,"55,278",0.022,44,Union, Indiana,-0.56
"181,548.000",0.028,0.831,0.095,0.001,0.013,0.002,0.002,0.029,0.942,0.300,"51,179",0.031,38.60,Vanderburgh, Indiana,-0.10
"15,485.000",0.013,0.965,0.007,0.002,0.003,0.001,0.000,0.010,0.996,0.206,"54,361",0.010,42.80,Vermillion, Indiana,-0.41
"107,305.000",0.028,0.852,0.072,0.002,0.020,0.001,0.001,0.025,1.033,0.258,"47,261",0.031,36.40,Vigo, Indiana,-0.15
"31,198.000",0.027,0.941,0.010,0.008,0.005,0.000,0.000,0.009,0.957,0.155,"56,573",0.016,42.50,Wabash, Indiana,-0.50
"8,219.000",0.020,0.955,0.006,0.000,0.002,0.000,0.001,0.014,1.008,0.310,"65,614",0.005,44.90,Warren, Indiana,-0.54
"62,608.000",0.019,0.912,0.018,0.001,0.028,0.000,0.005,0.016,0.953,0.404,"79,079",0.047,41.50,Warrick, Indiana,-0.28
"27,942.000",0.013,0.967,0.001,0.000,0.003,0.000,0.000,0.015,0.976,0.147,"50,459",0.008,41.20,Washington, Indiana,-0.52
"66,176.000",0.031,0.877,0.047,0.001,0.013,0.000,0.003,0.029,0.946,0.192,"47,756",0.025,40.50,Wayne, Indiana,-0.29
"28,010.000",0.031,0.937,0.008,0.002,0.004,0.000,0.000,0.018,0.961,0.265,"57,565",0.015,40.70,Wells, Indiana,-0.56
"24,163.000",0.086,0.889,0.006,0.006,0.003,0.000,0.000,0.009,1.000,0.192,"53,865",0.045,42.80,White, Indiana,-0.44
"33,899.000",0.021,0.947,0.004,0.002,0.004,0.000,0.000,0.022,0.988,0.270,"64,992",0.014,41.80,Whitley, Indiana,-0.49
"7,048.000",0.022,0.953,0.005,0.000,0.006,0.000,0.003,0.011,0.992,0.309,"55,700",0.017,45.20,Adair, Iowa,-0.41
"3,633.000",0.015,0.962,0.001,0.002,0.006,0.000,0.000,0.013,0.972,0.230,"52,287",0.009,47.20,Adams, Iowa,-0.44
"13,761.000",0.069,0.899,0.012,0.009,0.004,0.000,0.000,0.007,1.016,0.179,"55,523",0.043,44.20,Allamakee, Iowa,-0.29
"12,462.000",0.021,0.949,0.006,0.004,0.003,0.000,0.000,0.017,0.957,0.175,"39,693",0.006,45.80,Appanoose, Iowa,-0.40
"5,528.000",0.008,0.961,0.000,0.000,0.000,0.000,0.001,0.029,0.984,0.311,"49,245",0.004,48.50,Audubon, Iowa,-0.36
"25,558.000",0.015,0.956,0.003,0.002,0.004,0.000,0.003,0.017,0.996,0.271,"66,046",0.008,43.10,Benton, Iowa,-0.28
"131,813.000",0.045,0.804,0.095,0.003,0.027,0.003,0.001,0.023,0.965,0.342,"54,774",0.067,35.40,Black Hawk, Iowa,0.09
"26,381.000",0.027,0.942,0.011,0.001,0.003,0.003,0.000,0.013,1.004,0.291,"67,442",0.017,42.10,Boone, Iowa,-0.16
"25,032.000",0.016,0.948,0.010,0.001,0.011,0.001,0.000,0.012,0.984,0.410,"72,209",0.017,39.20,Bremer, Iowa,-0.16
"21,141.000",0.016,0.959,0.001,0.001,0.003,0.000,0.000,0.019,0.984,0.309,"67,252",0.007,39,Buchanan, Iowa,-0.21
"19,950.000",0.260,0.579,0.023,0.000,0.105,0.017,0.001,0.016,0.984,0.230,"54,014",0.212,35,Buena Vista, Iowa,-0.26
"14,508.000",0.014,0.964,0.008,0.002,0.006,0.001,0.001,0.004,0.992,0.253,"56,473",0.012,43.90,Butler, Iowa,-0.39
"9,656.000",0.020,0.939,0.016,0.002,0.004,0.000,0.000,0.019,1.075,0.188,"55,285",0.016,44.50,Calhoun, Iowa,-0.42
"20,150.000",0.026,0.942,0.005,0.000,0.007,0.000,0.003,0.017,0.992,0.384,"59,198",0.020,42.50,Carroll, Iowa,-0.38
"12,990.000",0.029,0.949,0.006,0.002,0.003,0.001,0.000,0.009,0.984,0.348,"52,005",0.013,45.20,Cass, Iowa,-0.38
"18,475.000",0.022,0.953,0.008,0.002,0.006,0.000,0.000,0.009,0.969,0.236,"69,259",0.016,42.80,Cedar, Iowa,-0.17
"42,672.000",0.050,0.899,0.018,0.002,0.011,0.002,0.001,0.016,0.953,0.278,"56,082",0.022,44.20,Cerro Gordo, Iowa,-0.07
"11,281.000",0.008,0.922,0.030,0.000,0.011,0.000,0.000,0.028,1.012,0.297,"56,302",0.013,45.90,Cherokee, Iowa,-0.39
"11,970.000",0.028,0.953,0.005,0.001,0.001,0.000,0.001,0.010,1.028,0.257,"61,239",0.020,43.70,Chickasaw, Iowa,-0.32
"9,383.000",0.152,0.817,0.001,0.003,0.001,0.000,0.001,0.026,1.008,0.225,"55,078",0.070,39.90,Clarke, Iowa,-0.36
"16,138.000",0.039,0.930,0.001,0.001,0.007,0.000,0.002,0.020,0.965,0.226,"51,259",0.020,41.60,Clay, Iowa,-0.39
"17,527.000",0.020,0.959,0.008,0.002,0.004,0.000,0.000,0.006,1.020,0.190,"56,456",0.026,48.20,Clayton, Iowa,-0.29
"46,734.000",0.032,0.909,0.028,0.003,0.007,0.000,0.000,0.022,0.957,0.241,"52,221",0.015,42.80,Clinton, Iowa,-0.11
"16,998.000",0.285,0.650,0.030,0.003,0.023,0.001,0.000,0.008,0.996,0.161,"54,849",0.182,36.40,Crawford, Iowa,-0.37
"90,418.000",0.062,0.842,0.019,0.001,0.046,0.000,0.001,0.029,0.976,0.625,"88,368",0.086,35.40,Dallas, Iowa,-0.02
"8,977.000",0.015,0.967,0.000,0.000,0.006,0.000,0.001,0.011,0.996,0.299,"67,627",0.014,36.50,Davis, Iowa,-0.49
"7,908.000",0.032,0.918,0.012,0.000,0.009,0.000,0.001,0.028,1.012,0.368,"48,154",0.024,36,Decatur, Iowa,-0.39
"17,107.000",0.016,0.959,0.002,0.001,0.005,0.000,0.003,0.014,1.033,0.271,"63,877",0.007,43.70,Delaware, Iowa,-0.35
"39,227.000",0.034,0.868,0.060,0.001,0.009,0.000,0.000,0.028,0.938,0.227,"51,784",0.019,42.70,Des Moines, Iowa,-0.09
"17,260.000",0.022,0.952,0.002,0.002,0.010,0.000,0.000,0.012,0.988,0.327,"60,975",0.019,48.20,Dickinson, Iowa,-0.34
"97,193.000",0.026,0.903,0.031,0.002,0.012,0.006,0.001,0.020,0.972,0.399,"64,493",0.027,38.50,Dubuque, Iowa,-0.03
"9,322.000",0.097,0.865,0.020,0.001,0.003,0.000,0.004,0.009,1.012,0.291,"56,708",0.055,42.80,Emmet, Iowa,-0.36
"19,604.000",0.026,0.930,0.015,0.000,0.004,0.000,0.000,0.024,1.008,0.280,"49,834",0.013,43.80,Fayette, Iowa,-0.23
"15,713.000",0.037,0.902,0.015,0.006,0.015,0.007,0.000,0.019,1.000,0.222,"51,768",0.036,44.30,Floyd, Iowa,-0.20
"10,091.000",0.129,0.847,0.013,0.000,0.000,0.000,0.000,0.010,1.004,0.272,"55,630",0.040,43.50,Franklin, Iowa,-0.35
"6,895.000",0.029,0.944,0.008,0.003,0.000,0.000,0.000,0.016,0.988,0.224,"59,688",0.017,46.10,Fremont, Iowa,-0.42
"8,923.000",0.030,0.943,0.002,0.001,0.005,0.000,0.001,0.018,0.957,0.189,"51,098",0.020,44.20,Greene, Iowa,-0.29
"12,262.000",0.013,0.967,0.007,0.001,0.003,0.000,0.000,0.009,0.980,0.270,"71,760",0.013,42.40,Grundy, Iowa,-0.38
"10,702.000",0.028,0.948,0.002,0.001,0.003,0.000,0.000,0.018,0.992,0.256,"62,644",0.015,45.80,Guthrie, Iowa,-0.36
"14,905.000",0.062,0.889,0.012,0.002,0.027,0.003,0.000,0.005,0.980,0.342,"60,248",0.043,42.60,Hamilton, Iowa,-0.27
"10,709.000",0.047,0.922,0.013,0.003,0.002,0.000,0.004,0.009,0.996,0.358,"61,957",0.017,44.50,Hancock, Iowa,-0.44
"16,924.000",0.045,0.915,0.013,0.004,0.004,0.001,0.001,0.017,1.020,0.293,"54,930",0.026,44.50,Hardin, Iowa,-0.32
"14,043.000",0.019,0.958,0.003,0.000,0.003,0.001,0.000,0.016,1.008,0.250,"64,154",0.005,43.50,Harrison, Iowa,-0.39
"19,889.000",0.050,0.878,0.022,0.002,0.027,0.000,0.001,0.021,1.028,0.194,"54,490",0.039,40.30,Henry, Iowa,-0.33
"9,201.000",0.017,0.963,0.004,0.000,0.005,0.000,0.000,0.011,1.004,0.219,"56,709",0.014,40.90,Howard, Iowa,-0.27
"9,518.000",0.045,0.930,0.003,0.001,0.008,0.000,0.000,0.012,1.004,0.245,"55,707",0.022,41.90,Humboldt, Iowa,-0.45
"6,862.000",0.028,0.947,0.016,0.001,0.001,0.000,0.000,0.008,0.996,0.267,"54,219",0.014,42.70,Ida, Iowa,-0.51
"16,155.000",0.030,0.941,0.003,0.000,0.004,0.000,0.000,0.022,1.008,0.256,"62,660",0.010,42.60,Iowa, Iowa,-0.26
"19,348.000",0.015,0.951,0.007,0.000,0.004,0.005,0.001,0.015,1.012,0.270,"59,042",0.011,43.60,Jackson, Iowa,-0.26
"37,032.000",0.024,0.931,0.015,0.002,0.006,0.000,0.001,0.021,1.053,0.216,"59,481",0.024,41.80,Jasper, Iowa,-0.22
"18,153.000",0.032,0.810,0.023,0.000,0.112,0.000,0.004,0.020,0.969,0.396,"47,401",0.131,42.90,Jefferson, Iowa,-0.02
"150,819.000",0.057,0.776,0.076,0.002,0.062,0.000,0.001,0.026,0.984,0.631,"63,062",0.116,30.40,Johnson, Iowa,0.43
"20,575.000",0.021,0.931,0.022,0.001,0.009,0.000,0.000,0.016,1.062,0.233,"57,134",0.011,43.20,Jones, Iowa,-0.22
"10,163.000",0.020,0.961,0.004,0.001,0.001,0.000,0.000,0.013,1.045,0.297,"52,012",0.010,43.40,Keokuk, Iowa,-0.45
"14,864.000",0.032,0.942,0.011,0.001,0.006,0.000,0.000,0.008,0.992,0.235,"56,156",0.017,44.80,Kossuth, Iowa,-0.40
"33,946.000",0.037,0.906,0.030,0.002,0.006,0.000,0.000,0.018,1.012,0.176,"52,072",0.012,43.30,Lee, Iowa,-0.20
"225,601.000",0.034,0.851,0.054,0.001,0.023,0.001,0.002,0.033,0.972,0.384,"67,301",0.045,37.70,Linn, Iowa,0.13
"11,125.000",0.159,0.778,0.011,0.002,0.035,0.000,0.002,0.012,1.062,0.272,"63,034",0.093,41.50,Louisa, Iowa,-0.33
"8,556.000",0.022,0.966,0.003,0.000,0.000,0.000,0.000,0.008,1.028,0.147,"53,967",0.029,44.20,Lucas, Iowa,-0.43
"11,800.000",0.028,0.951,0.001,0.001,0.004,0.003,0.002,0.010,1.033,0.225,"65,959",0.020,37.80,Lyon, Iowa,-0.68
"16,148.000",0.022,0.949,0.005,0.002,0.010,0.000,0.000,0.013,0.992,0.195,"71,811",0.008,40.80,Madison, Iowa,-0.35
"22,351.000",0.023,0.927,0.015,0.001,0.013,0.002,0.000,0.018,1.016,0.284,"56,417",0.019,38.80,Mahaska, Iowa,-0.48
"33,193.000",0.020,0.943,0.011,0.002,0.010,0.000,0.000,0.014,1.000,0.366,"64,136",0.019,39.60,Marion, Iowa,-0.34
"39,804.000",0.227,0.696,0.009,0.001,0.037,0.000,0.001,0.028,1.000,0.177,"58,735",0.127,38.30,Marshall, Iowa,-0.08
"15,023.000",0.033,0.940,0.005,0.004,0.004,0.000,0.000,0.014,0.988,0.270,"75,137",0.014,42.90,Mills, Iowa,-0.38
"10,588.000",0.015,0.967,0.004,0.002,0.004,0.000,0.000,0.007,0.976,0.484,"60,260",0.011,42.50,Mitchell, Iowa,-0.28
"8,675.000",0.022,0.943,0.003,0.013,0.000,0.004,0.000,0.015,0.908,0.140,"51,866",0.003,47.10,Monona, Iowa,-0.39
"7,761.000",0.023,0.948,0.000,0.000,0.003,0.000,0.000,0.026,0.976,0.284,"59,489",0.007,42,Monroe, Iowa,-0.46
"10,016.000",0.040,0.932,0.001,0.003,0.001,0.000,0.003,0.019,0.961,0.273,"55,761",0.006,44.70,Montgomery, Iowa,-0.39
"42,703.000",0.181,0.764,0.023,0.001,0.008,0.000,0.002,0.020,0.976,0.223,"60,435",0.069,38.20,Muscatine, Iowa,-0.07
"13,796.000",0.052,0.921,0.015,0.001,0.008,0.000,0.000,0.002,0.992,0.238,"57,200",0.029,41.80,O'Brien, Iowa,-0.57
"6,016.000",0.083,0.882,0.009,0.001,0.004,0.000,0.000,0.020,1.041,0.119,"61,167",0.048,44.50,Osceola, Iowa,-0.63
"15,205.000",0.036,0.907,0.022,0.001,0.011,0.000,0.000,0.022,1.119,0.180,"51,196",0.021,44.40,Page, Iowa,-0.43
"8,941.000",0.030,0.921,0.014,0.004,0.001,0.000,0.000,0.030,1.016,0.361,"56,437",0.020,42.50,Palo Alto, Iowa,-0.37
"25,141.000",0.054,0.912,0.014,0.005,0.007,0.000,0.000,0.008,0.969,0.212,"71,147",0.036,40.50,Plymouth, Iowa,-0.49
