pop,hispanic_or_latino,white,black,native_american,asian,nhpi,other,two_or_more,sex_ratio,bachelors,income,foreign_born,age,county,state,margin
"92,044.000",0.473,0.441,0.057,0.001,0.012,0.000,0.002,0.014,0.961,0.216,"58,959",0.069,35.90,Victoria, Texas,-0.38
"72,295.000",0.181,0.562,0.229,0.002,0.013,0.002,0.000,0.010,1.410,0.180,"41,508",0.078,35.30,Walker, Texas,-0.32
"53,626.000",0.304,0.428,0.242,0.002,0.011,0.000,0.001,0.011,0.988,0.231,"61,752",0.133,29.50,Waller, Texas,-0.27
"11,745.000",0.543,0.394,0.048,0.006,0.005,0.000,0.000,0.004,1.012,0.117,"61,915",0.069,34.30,Ward, Texas,-0.61
"35,275.000",0.163,0.634,0.171,0.002,0.016,0.000,0.000,0.013,0.946,0.291,"59,623",0.063,42,Washington, Texas,-0.50
"274,847.000",0.955,0.035,0.003,0.000,0.005,0.000,0.000,0.001,0.961,0.180,"50,296",0.255,28.90,Webb, Texas,0.23
"41,672.000",0.418,0.441,0.126,0.001,0.004,0.000,0.000,0.010,0.976,0.158,"51,770",0.095,37.30,Wharton, Texas,-0.43
"5,187.000",0.258,0.688,0.027,0.002,0.000,0.000,0.000,0.025,1.092,0.180,"49,036",0.074,40.60,Wheeler, Texas,-0.85
"132,154.000",0.195,0.647,0.100,0.006,0.020,0.001,0.003,0.028,1.079,0.230,"49,710",0.060,34.60,Wichita, Texas,-0.41
"12,717.000",0.297,0.571,0.091,0.007,0.011,0.000,0.001,0.021,0.946,0.150,"45,121",0.045,39.20,Wilbarger, Texas,-0.57
"21,419.000",0.882,0.106,0.007,0.000,0.000,0.000,0.000,0.005,1.227,0.065,"37,906",0.129,33.40,Willacy, Texas,0.12
"570,437.000",0.246,0.583,0.061,0.002,0.071,0.001,0.002,0.034,0.972,0.404,"90,834",0.130,36.60,Williamson, Texas,0.01
"50,110.000",0.401,0.561,0.011,0.000,0.005,0.001,0.002,0.019,1.000,0.216,"80,082",0.040,39.90,Wilson, Texas,-0.48
"7,822.000",0.615,0.337,0.029,0.009,0.000,0.000,0.008,0.003,1.070,0.057,"63,585",0.154,34.10,Winkler, Texas,-0.66
"67,884.000",0.196,0.762,0.012,0.005,0.004,0.002,0.001,0.019,1.012,0.153,"67,726",0.077,38.60,Wise, Texas,-0.68
"45,054.000",0.102,0.821,0.048,0.007,0.006,0.001,0.001,0.013,0.984,0.118,"56,749",0.041,48.30,Wood, Texas,-0.68
"8,612.000",0.670,0.314,0.002,0.000,0.003,0.000,0.003,0.008,1.075,0.102,"69,004",0.189,30.50,Yoakum, Texas,-0.67
"17,961.000",0.190,0.775,0.018,0.008,0.002,0.000,0.002,0.005,0.942,0.167,"52,158",0.061,40.80,Young, Texas,-0.74
"14,243.000",0.946,0.040,0.000,0.000,0.012,0.000,0.000,0.002,0.965,0.102,"32,945",0.235,30,Zapata, Texas,-0.05
"11,930.000",0.939,0.052,0.007,0.000,0.000,0.000,0.000,0.002,1.119,0.116,"40,090",0.056,32.80,Zavala, Texas,0.31
"6,594.000",0.120,0.843,0.000,0.011,0.003,0.000,0.000,0.022,1.141,0.161,"66,705",0.075,32.80,Beaver, Utah,-0.75
"54,953.000",0.095,0.867,0.005,0.009,0.007,0.002,0.001,0.014,1.041,0.205,"63,573",0.031,32.90,Box Elder, Utah,-0.63
"126,336.000",0.107,0.836,0.007,0.003,0.020,0.004,0.003,0.021,1.004,0.370,"60,530",0.064,25.40,Cache, Utah,-0.37
"20,401.000",0.134,0.828,0.010,0.013,0.000,0.005,0.000,0.009,1.008,0.213,"50,328",0.025,37.90,Carbon, Utah,-0.46
590.000,0.024,0.971,0.002,0.003,0.000,0.000,0.000,0.000,1.227,0.184,"74,911",0.000,38.90,Daggett, Utah,-0.62
"350,761.000",0.099,0.832,0.012,0.003,0.017,0.007,0.001,0.028,1.020,0.376,"87,570",0.053,31.30,Davis, Utah,-0.28
"19,950.000",0.082,0.851,0.002,0.040,0.003,0.003,0.000,0.018,1.020,0.108,"61,655",0.032,31.90,Duchesne, Utah,-0.78
"10,099.000",0.063,0.910,0.001,0.007,0.010,0.003,0.000,0.007,1.045,0.156,"57,772",0.024,37.20,Emery, Utah,-0.74
"5,000.000",0.062,0.886,0.000,0.043,0.001,0.002,0.000,0.006,1.058,0.214,"44,279",0.028,42,Garfield, Utah,-0.60
"9,698.000",0.103,0.819,0.004,0.021,0.019,0.004,0.001,0.028,1.020,0.257,"56,639",0.079,40.80,Grand, Utah,0.11
"53,148.000",0.091,0.854,0.006,0.018,0.009,0.003,0.002,0.018,0.988,0.270,"52,045",0.040,29.30,Iron, Utah,-0.56
"11,623.000",0.055,0.916,0.004,0.013,0.000,0.002,0.000,0.011,1.045,0.203,"68,333",0.029,30.10,Juab, Utah,-0.76
"7,658.000",0.048,0.907,0.000,0.033,0.005,0.002,0.001,0.003,1.037,0.483,"49,486",0.012,42,Kane, Utah,-0.46
"12,963.000",0.127,0.832,0.003,0.011,0.013,0.001,0.001,0.013,1.045,0.186,"63,221",0.061,34.50,Millard, Utah,-0.77
"11,950.000",0.029,0.941,0.008,0.000,0.000,0.001,0.008,0.012,1.058,0.387,"100,408",0.017,32.60,Morgan, Utah,-0.62
"1,870.000",0.033,0.958,0.002,0.002,0.000,0.000,0.000,0.005,1.045,0.141,"29,125",0.009,53.40,Piute, Utah,-0.79
"2,415.000",0.096,0.894,0.000,0.000,0.000,0.000,0.000,0.011,1.028,0.164,"63,917",0.048,33,Rich, Utah,-0.71
"1,146,215.000",0.185,0.705,0.018,0.006,0.041,0.015,0.004,0.027,1.008,0.382,"77,128",0.128,33,Salt Lake, Utah,0.11
"15,295.000",0.059,0.443,0.002,0.455,0.006,0.003,0.000,0.033,0.984,0.102,"49,690",0.008,32.60,San Juan, Utah,-0.06
"30,421.000",0.095,0.860,0.007,0.010,0.008,0.006,0.000,0.015,1.119,0.186,"55,820",0.053,33.20,Sanpete, Utah,-0.69
"21,475.000",0.052,0.918,0.006,0.012,0.003,0.003,0.000,0.007,1.075,0.213,"55,361",0.019,35.80,Sevier, Utah,-0.77
"41,680.000",0.112,0.844,0.006,0.001,0.017,0.000,0.001,0.019,1.049,0.484,"106,973",0.096,40.20,Summit, Utah,0.19
"69,740.000",0.127,0.819,0.006,0.005,0.007,0.006,0.005,0.024,1.012,0.213,"76,737",0.041,31.60,Tooele, Utah,-0.38
"35,736.000",0.085,0.809,0.005,0.067,0.008,0.001,0.000,0.026,1.012,0.123,"59,428",0.025,31.10,Uintah, Utah,-0.76
"621,506.000",0.119,0.819,0.006,0.004,0.014,0.008,0.001,0.029,1.024,0.401,"77,057",0.073,25,Utah, Utah,-0.41
"33,053.000",0.136,0.832,0.003,0.003,0.009,0.000,0.001,0.016,1.041,0.373,"85,807",0.077,34.30,Wasatch, Utah,-0.26
"172,127.000",0.106,0.840,0.006,0.012,0.009,0.007,0.003,0.017,0.976,0.211,"61,747",0.054,37.70,Washington, Utah,-0.51
"2,698.000",0.062,0.917,0.001,0.006,0.001,0.008,0.000,0.005,1.066,0.390,"49,299",0.058,42,Wayne, Utah,-0.53
"255,284.000",0.184,0.759,0.009,0.005,0.012,0.002,0.001,0.028,1.012,0.236,"71,275",0.065,32.90,Weber, Utah,-0.23
"36,947.000",0.024,0.923,0.010,0.003,0.019,0.000,0.001,0.019,0.988,0.382,"70,262",0.049,43.70,Addison, Vermont,0.38
"35,649.000",0.021,0.937,0.008,0.003,0.009,0.001,0.001,0.020,0.946,0.412,"58,200",0.029,46.30,Bennington, Vermont,0.27
"30,027.000",0.017,0.941,0.006,0.002,0.003,0.000,0.005,0.025,1.016,0.312,"52,481",0.022,45,Caledonia, Vermont,0.17
"163,414.000",0.024,0.880,0.025,0.002,0.038,0.000,0.002,0.029,0.969,0.601,"76,316",0.087,36.50,Chittenden, Vermont,0.55
"6,179.000",0.014,0.950,0.007,0.001,0.004,0.000,0.001,0.023,1.004,0.141,"47,035",0.027,51.40,Essex, Vermont,-0.06
"49,275.000",0.017,0.937,0.004,0.004,0.007,0.000,0.000,0.031,0.988,0.359,"65,314",0.026,40.50,Franklin, Vermont,0.09
"7,075.000",0.020,0.921,0.009,0.014,0.005,0.000,0.000,0.029,1.016,0.352,"81,667",0.042,48.70,Grand Isle, Vermont,0.20
"25,376.000",0.019,0.942,0.009,0.006,0.003,0.000,0.000,0.021,1.000,0.435,"64,179",0.033,40.40,Lamoille, Vermont,0.42
"28,873.000",0.014,0.952,0.004,0.003,0.004,0.001,0.002,0.021,0.996,0.308,"62,737",0.019,46.70,Orange, Vermont,0.17
"26,843.000",0.015,0.948,0.007,0.005,0.002,0.000,0.001,0.022,1.004,0.232,"54,390",0.039,46.10,Orleans, Vermont,0.04
"58,527.000",0.015,0.947,0.007,0.001,0.008,0.000,0.001,0.021,0.976,0.375,"57,176",0.024,47,Rutland, Vermont,0.12
"58,336.000",0.020,0.937,0.008,0.001,0.009,0.001,0.002,0.022,0.976,0.427,"64,862",0.028,43.70,Washington, Vermont,0.46
"42,628.000",0.024,0.925,0.011,0.002,0.012,0.000,0.001,0.024,0.946,0.288,"54,188",0.032,47.20,Windham, Vermont,0.45
"55,191.000",0.018,0.945,0.007,0.002,0.010,0.000,0.001,0.018,0.961,0.411,"61,503",0.038,48,Windsor, Vermont,0.40
"32,560.000",0.088,0.599,0.288,0.001,0.007,0.000,0.001,0.014,0.961,0.160,"46,178",0.084,45.80,Accomack, Virginia,-0.09
"108,819.000",0.058,0.766,0.091,0.003,0.054,0.000,0.002,0.026,0.912,0.586,"84,643",0.103,39.40,Albemarle, Virginia,0.34
"15,030.000",0.015,0.914,0.053,0.000,0.001,0.000,0.002,0.016,0.965,0.092,"48,513",0.012,48,Alleghany, Virginia,-0.44
"12,970.000",0.031,0.730,0.221,0.000,0.000,0.000,0.000,0.018,1.016,0.176,"63,918",0.014,45,Amelia, Virginia,-0.38
"31,782.000",0.025,0.747,0.181,0.008,0.007,0.000,0.005,0.028,0.927,0.296,"57,368",0.018,44.90,Amherst, Virginia,-0.32
"15,814.000",0.018,0.768,0.189,0.000,0.002,0.000,0.002,0.020,0.934,0.294,"55,457",0.015,42.70,Appomattox, Virginia,-0.46
"236,434.000",0.154,0.608,0.089,0.002,0.103,0.001,0.005,0.038,1.004,0.851,"122,604",0.226,34.80,Arlington, Virginia,0.64
"75,754.000",0.030,0.902,0.042,0.002,0.006,0.001,0.002,0.016,1.037,0.199,"65,076",0.023,45.10,Augusta, Virginia,-0.47
"4,248.000",0.008,0.918,0.048,0.002,0.004,0.000,0.000,0.021,1.110,0.219,"55,481",0.020,48.90,Bath, Virginia,-0.48
"78,965.000",0.024,0.871,0.067,0.000,0.012,0.000,0.003,0.023,0.965,0.339,"67,136",0.028,46.60,Bedford, Virginia,-0.48
"6,334.000",0.008,0.937,0.039,0.000,0.002,0.000,0.000,0.015,1.294,0.160,"50,365",0.003,46.10,Bland, Virginia,-0.68
"33,440.000",0.018,0.927,0.028,0.001,0.007,0.000,0.000,0.018,0.972,0.312,"72,719",0.021,47.40,Botetourt, Virginia,-0.44
"16,336.000",0.024,0.406,0.540,0.001,0.002,0.000,0.000,0.028,1.174,0.140,"46,111",0.016,44.60,Brunswick, Virginia,0.15
"21,374.000",0.008,0.947,0.025,0.008,0.003,0.000,0.002,0.008,0.988,0.100,"34,302",0.016,47.60,Buchanan, Virginia,-0.68
"17,087.000",0.024,0.612,0.323,0.007,0.001,0.000,0.004,0.029,1.188,0.141,"48,603",0.014,42.90,Buckingham, Virginia,-0.13
"55,406.000",0.027,0.791,0.141,0.002,0.009,0.000,0.002,0.028,0.942,0.293,"52,319",0.031,43.10,Campbell, Virginia,-0.44
"30,581.000",0.050,0.632,0.265,0.004,0.006,0.000,0.005,0.039,0.976,0.228,"67,901",0.033,39.50,Caroline, Virginia,-0.04
"29,911.000",0.037,0.942,0.005,0.004,0.000,0.000,0.000,0.011,1.016,0.184,"44,518",0.021,48.30,Carroll, Virginia,-0.63
"6,965.000",0.019,0.428,0.438,0.059,0.009,0.000,0.002,0.044,0.969,0.186,"60,096",0.022,51.30,Charles City, Virginia,0.19
"11,953.000",0.023,0.679,0.278,0.003,0.004,0.000,0.000,0.014,1.012,0.197,"40,924",0.006,46.10,Charlotte, Virginia,-0.24
"348,500.000",0.091,0.609,0.226,0.002,0.034,0.000,0.004,0.034,0.927,0.373,"84,645",0.085,39,Chesterfield, Virginia,0.07
"14,498.000",0.058,0.853,0.049,0.000,0.015,0.000,0.005,0.019,1.000,0.333,"86,154",0.052,48.10,Clarke, Virginia,-0.14
"5,103.000",0.000,0.982,0.000,0.000,0.000,0.000,0.000,0.017,0.919,0.247,"57,792",0.003,47.90,Craig, Virginia,-0.61
"51,935.000",0.112,0.690,0.128,0.004,0.016,0.001,0.005,0.042,0.980,0.223,"80,663",0.091,39.80,Culpeper, Virginia,-0.20
"9,869.000",0.011,0.634,0.326,0.001,0.010,0.000,0.000,0.018,0.923,0.257,"50,565",0.007,44.90,Cumberland, Virginia,-0.15
"14,524.000",0.010,0.975,0.006,0.000,0.001,0.000,0.000,0.008,1.033,0.069,"30,116",0.004,45.20,Dickenson, Virginia,-0.58
"28,686.000",0.036,0.621,0.318,0.000,0.009,0.001,0.005,0.010,0.961,0.269,"65,485",0.031,42.80,Dinwiddie, Virginia,-0.16
"10,960.000",0.038,0.547,0.390,0.000,0.006,0.000,0.000,0.019,0.842,0.199,"51,125",0.014,46.70,Essex, Virginia,-0.01
"1,149,439.000",0.162,0.500,0.095,0.001,0.197,0.001,0.004,0.039,0.984,0.620,"127,866",0.309,38.10,Fairfax, Virginia,0.42
"70,353.000",0.086,0.795,0.072,0.004,0.018,0.000,0.001,0.023,0.976,0.310,"105,665",0.071,41.20,Fauquier, Virginia,-0.17
"15,766.000",0.029,0.932,0.016,0.007,0.003,0.000,0.001,0.012,0.980,0.163,"51,250",0.032,47.60,Floyd, Virginia,-0.34
"26,873.000",0.036,0.775,0.144,0.001,0.007,0.001,0.005,0.031,0.866,0.410,"78,885",0.030,43.60,Fluvanna, Virginia,-0.05
"56,231.000",0.028,0.871,0.078,0.003,0.006,0.000,0.001,0.014,0.969,0.246,"56,779",0.021,48,Franklin, Virginia,-0.42
"88,054.000",0.090,0.828,0.038,0.002,0.015,0.000,0.000,0.027,1.000,0.289,"80,011",0.064,40.70,Frederick, Virginia,-0.27
"16,760.000",0.018,0.946,0.018,0.000,0.005,0.002,0.000,0.011,0.949,0.261,"57,279",0.013,44.70,Giles, Virginia,-0.51
"37,362.000",0.037,0.843,0.097,0.000,0.008,0.000,0.001,0.014,0.969,0.213,"71,649",0.015,44.90,Gloucester, Virginia,-0.36
"23,472.000",0.029,0.776,0.147,0.000,0.015,0.000,0.002,0.031,0.992,0.321,"97,146",0.039,48.60,Goochland, Virginia,-0.19
"15,651.000",0.036,0.895,0.053,0.001,0.010,0.000,0.000,0.006,1.066,0.144,"41,558",0.026,48.40,Grayson, Virginia,-0.61
"19,734.000",0.060,0.811,0.066,0.002,0.021,0.000,0.014,0.027,0.919,0.197,"67,266",0.041,38.50,Greene, Virginia,-0.24
"11,403.000",0.025,0.362,0.575,0.001,0.001,0.000,0.001,0.037,1.646,0.103,"49,756",0.022,39.70,Greensville, Virginia,0.16
"34,295.000",0.021,0.597,0.344,0.002,0.007,0.000,0.000,0.027,0.912,0.176,"43,714",0.019,46.30,Halifax, Virginia,-0.15
"106,538.000",0.031,0.834,0.086,0.003,0.016,0.001,0.003,0.027,0.969,0.417,"91,444",0.040,42.70,Hanover, Virginia,-0.27
"330,076.000",0.058,0.523,0.294,0.001,0.090,0.000,0.002,0.031,0.901,0.500,"72,295",0.130,39.10,Henrico, Virginia,0.29
"51,032.000",0.056,0.695,0.223,0.001,0.006,0.000,0.001,0.018,0.927,0.179,"38,511",0.027,48.10,Henry, Virginia,-0.29
"2,202.000",0.000,0.959,0.000,0.000,0.036,0.000,0.000,0.005,0.757,0.252,"51,831",0.020,59.50,Highland, Virginia,-0.44
"37,107.000",0.035,0.702,0.226,0.002,0.009,0.000,0.000,0.026,0.965,0.313,"77,870",0.037,44.40,Isle of Wight, Virginia,-0.18
"76,032.000",0.059,0.748,0.125,0.000,0.028,0.000,0.005,0.033,0.923,0.421,"91,675",0.070,46.80,James City, Virginia,0.05
"7,011.000",0.034,0.660,0.280,0.001,0.000,0.000,0.000,0.025,1.045,0.251,"65,385",0.005,48,King and Queen, Virginia,-0.21
"26,679.000",0.056,0.726,0.165,0.001,0.010,0.000,0.003,0.039,1.016,0.293,"96,711",0.029,38.10,King George, Virginia,-0.21
"16,985.000",0.027,0.770,0.151,0.007,0.014,0.000,0.001,0.030,0.965,0.252,"73,284",0.029,41,King William, Virginia,-0.38
"10,686.000",0.009,0.673,0.278,0.000,0.010,0.000,0.000,0.031,0.812,0.176,"59,736",0.045,57.20,Lancaster, Virginia,-0.05
"23,723.000",0.020,0.930,0.037,0.002,0.003,0.000,0.000,0.008,1.101,0.088,"35,006",0.014,45.40,Lee, Virginia,-0.69
"405,312.000",0.136,0.551,0.074,0.002,0.191,0.001,0.006,0.039,0.988,0.603,"147,111",0.252,36.50,Loudoun, Virginia,0.25
"36,654.000",0.031,0.781,0.141,0.001,0.005,0.000,0.000,0.040,0.965,0.248,"67,027",0.039,45.30,Louisa, Virginia,-0.23
"12,294.000",0.052,0.590,0.337,0.000,0.005,0.000,0.000,0.016,1.053,0.071,"45,884",0.030,44.50,Lunenburg, Virginia,-0.19
"13,208.000",0.029,0.847,0.091,0.000,0.010,0.000,0.000,0.022,0.927,0.277,"63,482",0.031,46.40,Madison, Virginia,-0.32
"8,760.000",0.027,0.856,0.082,0.000,0.005,0.000,0.000,0.030,0.996,0.192,"74,489",0.016,53.70,Mathews, Virginia,-0.36
"30,726.000",0.030,0.602,0.342,0.005,0.009,0.000,0.000,0.012,0.957,0.331,"50,224",0.035,48.50,Mecklenburg, Virginia,-0.15
"10,642.000",0.016,0.777,0.149,0.004,0.007,0.002,0.019,0.026,0.984,0.241,"57,060",0.024,54.70,Middlesex, Virginia,-0.25
"98,495.000",0.033,0.834,0.041,0.004,0.066,0.000,0.004,0.018,1.066,0.543,"59,126",0.085,29.60,Montgomery, Virginia,0.06
"14,812.000",0.044,0.813,0.129,0.000,0.003,0.000,0.003,0.009,1.008,0.362,"62,203",0.035,51.30,Nelson, Virginia,-0.05
"22,310.000",0.035,0.784,0.128,0.010,0.011,0.000,0.000,0.031,1.037,0.293,"97,688",0.039,43.90,New Kent, Virginia,-0.35
"11,826.000",0.089,0.547,0.330,0.000,0.011,0.000,0.000,0.023,0.894,0.164,"50,819",0.058,49.80,Northampton, Virginia,0.11
"12,151.000",0.014,0.693,0.264,0.000,0.001,0.000,0.000,0.027,0.946,0.206,"59,437",0.008,59.30,Northumberland, Virginia,-0.16
"15,338.000",0.046,0.541,0.404,0.000,0.004,0.000,0.000,0.005,1.183,0.134,"49,983",0.041,40.80,Nottoway, Virginia,-0.15
"36,501.000",0.052,0.777,0.127,0.002,0.014,0.000,0.001,0.026,0.969,0.172,"74,446",0.043,42.70,Orange, Virginia,-0.21
"23,862.000",0.021,0.934,0.012,0.002,0.005,0.000,0.003,0.023,0.972,0.173,"51,878",0.021,45.30,Page, Virginia,-0.51
"17,660.000",0.031,0.897,0.054,0.001,0.004,0.000,0.003,0.009,0.988,0.221,"46,941",0.013,50.40,Patrick, Virginia,-0.58
"60,867.000",0.027,0.739,0.201,0.000,0.004,0.000,0.000,0.027,0.965,0.123,"49,520",0.016,47.60,Pittsylvania, Virginia,-0.40
"29,253.000",0.023,0.851,0.094,0.001,0.002,0.001,0.003,0.026,1.079,0.230,"93,833",0.022,45.50,Powhatan, Virginia,-0.44
"22,892.000",0.030,0.610,0.315,0.003,0.007,0.000,0.000,0.034,1.024,0.248,"44,253",0.037,32.10,Prince Edward, Virginia,0.06
"38,292.000",0.084,0.545,0.305,0.005,0.015,0.004,0.004,0.038,1.155,0.197,"75,123",0.037,37.10,Prince George, Virginia,-0.17
"466,834.000",0.239,0.417,0.204,0.002,0.093,0.001,0.004,0.039,1.000,0.389,"107,707",0.253,35.40,Prince William, Virginia,0.27
"34,113.000",0.018,0.907,0.045,0.000,0.007,0.002,0.001,0.019,1.008,0.143,"53,689",0.017,47.10,Pulaski, Virginia,-0.41
"7,360.000",0.039,0.883,0.045,0.005,0.002,0.000,0.002,0.023,0.972,0.109,"82,077",0.042,49.20,Rappahannock, Virginia,-0.14
"8,951.000",0.072,0.606,0.270,0.002,0.003,0.000,0.000,0.046,1.288,0.225,"53,298",0.044,44.40,Richmond, Virginia,-0.25
"94,103.000",0.032,0.855,0.059,0.002,0.034,0.000,0.001,0.018,0.938,0.410,"70,076",0.057,43.50,Roanoke, Virginia,-0.22
"22,728.000",0.020,0.919,0.029,0.004,0.011,0.000,0.001,0.016,0.992,0.263,"54,133",0.031,49,Rockbridge, Virginia,-0.32
"81,138.000",0.072,0.881,0.023,0.001,0.007,0.001,0.002,0.014,0.957,0.328,"64,496",0.056,40.90,Rockingham, Virginia,-0.40
"26,937.000",0.007,0.965,0.009,0.002,0.000,0.000,0.000,0.016,0.969,0.134,"38,564",0.008,46.30,Russell, Virginia,-0.64
"21,761.000",0.014,0.965,0.007,0.003,0.001,0.000,0.000,0.010,1.024,0.210,"41,540",0.007,47.60,Scott, Virginia,-0.68
"43,441.000",0.074,0.871,0.016,0.001,0.009,0.000,0.002,0.027,0.969,0.172,"56,114",0.045,44.50,Shenandoah, Virginia,-0.41
"30,539.000",0.021,0.940,0.022,0.003,0.006,0.002,0.000,0.006,0.972,0.136,"41,088",0.016,45.40,Smyth, Virginia,-0.56
"17,829.000",0.019,0.609,0.330,0.004,0.004,0.000,0.002,0.034,1.096,0.195,"63,034",0.013,46.70,Southampton, Virginia,-0.18
"134,683.000",0.102,0.673,0.159,0.002,0.025,0.001,0.003,0.037,0.965,0.323,"90,913",0.074,38.50,Spotsylvania, Virginia,-0.07
"150,185.000",0.134,0.598,0.175,0.003,0.033,0.001,0.003,0.054,1.020,0.342,"112,247",0.109,35.70,Stafford, Virginia,0.03
"6,459.000",0.026,0.528,0.431,0.000,0.000,0.000,0.000,0.014,0.923,0.277,"56,525",0.025,50,Surry, Virginia,0.08
"11,202.000",0.032,0.385,0.555,0.000,0.006,0.000,0.001,0.022,1.545,0.128,"51,701",0.021,41,Sussex, Virginia,0.12
"41,201.000",0.011,0.937,0.032,0.002,0.007,0.001,0.000,0.011,0.984,0.178,"42,207",0.008,45.30,Tazewell, Virginia,-0.67
"39,888.000",0.049,0.863,0.040,0.002,0.012,0.000,0.002,0.032,0.992,0.208,"70,109",0.048,41.50,Warren, Virginia,-0.35
"54,005.000",0.015,0.952,0.013,0.000,0.005,0.000,0.001,0.013,0.972,0.287,"50,928",0.012,46.40,Washington, Virginia,-0.52
"17,873.000",0.065,0.638,0.250,0.003,0.007,0.000,0.010,0.027,0.972,0.110,"53,790",0.046,48.10,Westmoreland, Virginia,-0.08
"38,032.000",0.013,0.913,0.055,0.002,0.005,0.000,0.001,0.010,1.092,0.203,"41,285",0.013,41.60,Wise, Virginia,-0.62
"28,725.000",0.013,0.938,0.020,0.002,0.010,0.000,0.000,0.018,0.957,0.212,"51,639",0.011,45.90,Wythe, Virginia,-0.57
"68,389.000",0.068,0.699,0.130,0.001,0.056,0.003,0.003,0.040,0.961,0.415,"93,356",0.078,39.60,York, Virginia,-0.07
"158,309.000",0.164,0.516,0.213,0.002,0.066,0.001,0.003,0.035,0.931,0.684,"102,227",0.261,36.80,Alexandria city, Virginia,0.63
"17,059.000",0.005,0.876,0.071,0.000,0.002,0.000,0.008,0.039,0.908,0.139,"39,679",0.004,42.40,Bristol city, Virginia,-0.39
"6,477.000",0.014,0.878,0.060,0.001,0.004,0.003,0.001,0.038,0.812,0.196,"36,634",0.011,35.60,Buena Vista city, Virginia,-0.37
"47,217.000",0.056,0.656,0.185,0.003,0.070,0.000,0.003,0.028,0.923,0.695,"59,598",0.113,32.30,Charlottesville city, Virginia,0.73
"242,647.000",0.065,0.564,0.290,0.001,0.033,0.000,0.004,0.041,0.957,0.348,"81,261",0.060,37,Chesapeake city, Virginia,0.06
"17,283.000",0.063,0.714,0.157,0.003,0.037,0.000,0.001,0.025,0.855,0.228,"60,522",0.069,40.30,Colonial Heights city, Virginia,-0.33
"5,653.000",0.027,0.805,0.125,0.000,0.011,0.000,0.000,0.032,0.887,0.061,"41,024",0.030,42.10,Covington city, Virginia,-0.24
"40,668.000",0.045,0.416,0.485,0.001,0.013,0.001,0.001,0.039,0.852,0.209,"37,147",0.034,40.90,Danville city, Virginia,0.22
"5,408.000",0.063,0.267,0.595,0.001,0.000,0.000,0.001,0.074,0.783,0.068,"30,058",0.026,34.80,Emporia city, Virginia,0.36
"23,312.000",0.173,0.554,0.051,0.000,0.185,0.000,0.000,0.036,0.953,0.654,"109,708",0.295,38,Fairfax city, Virginia,0.38
"14,309.000",0.106,0.712,0.046,0.000,0.099,0.000,0.001,0.037,0.931,0.761,"146,922",0.170,39.20,Falls Church city, Virginia,0.64
"8,015.000",0.030,0.372,0.546,0.000,0.023,0.000,0.000,0.028,0.838,0.174,"49,811",0.031,40.30,Franklin city, Virginia,0.26
"29,059.000",0.111,0.581,0.184,0.002,0.038,0.001,0.003,0.080,0.848,0.334,"69,528",0.102,30.70,Fredericksburg city, Virginia,0.35
"6,402.000",0.190,0.726,0.066,0.000,0.003,0.008,0.003,0.004,0.832,0.247,"35,184",0.078,42.30,Galax city, Virginia,-0.40
"135,169.000",0.061,0.375,0.493,0.004,0.022,0.001,0.004,0.040,0.927,0.277,"57,041",0.047,36.30,Hampton city, Virginia,0.42
"53,558.000",0.200,0.653,0.069,0.000,0.034,0.000,0.005,0.039,0.946,0.386,"49,117",0.163,25.80,Harrisonburg city, Virginia,0.32
"22,500.000",0.084,0.452,0.423,0.001,0.014,0.000,0.001,0.025,0.848,0.132,"43,262",0.042,36.10,Hopewell city, Virginia,0.15
"7,205.000",0.056,0.794,0.063,0.000,0.050,0.000,0.002,0.035,1.410,0.837,"50,714",0.064,22.20,Lexington city, Virginia,0.32
"80,970.000",0.044,0.622,0.282,0.002,0.024,0.001,0.002,0.023,0.880,0.492,"49,201",0.050,28.50,Lynchburg city, Virginia,0.03
"41,038.000",0.372,0.396,0.126,0.003,0.056,0.000,0.007,0.040,1.016,0.301,"86,227",0.265,34.70,Manassas city, Virginia,0.24
"17,548.000",0.401,0.325,0.140,0.000,0.113,0.000,0.001,0.020,1.075,0.291,"81,639",0.394,35.30,Manassas Park city, Virginia,0.33
"12,646.000",0.062,0.435,0.454,0.003,0.011,0.001,0.007,0.027,0.818,0.234,"36,166",0.049,41.70,Martinsville city, Virginia,0.27
"179,582.000",0.094,0.421,0.400,0.002,0.032,0.001,0.005,0.045,0.938,0.317,"54,511",0.075,33.80,Newport News city, Virginia,0.33
"244,300.000",0.084,0.431,0.401,0.002,0.036,0.000,0.003,0.043,1.092,0.325,"53,026",0.073,30.80,Norfolk city, Virginia,0.46
"3,969.000",0.000,0.935,0.051,0.000,0.000,0.000,0.000,0.014,0.812,0.186,"30,518",0.000,43.70,Norton city, Virginia,-0.40
"30,791.000",0.049,0.150,0.763,0.004,0.010,0.000,0.002,0.022,0.838,0.301,"43,029",0.033,37.20,Petersburg city, Virginia,0.76
"12,121.000",0.029,0.906,0.015,0.001,0.022,0.000,0.000,0.027,0.972,0.482,"100,696",0.042,43.20,Poquoson city, Virginia,-0.45
"94,961.000",0.047,0.370,0.520,0.003,0.016,0.003,0.004,0.038,0.934,0.226,"53,213",0.034,35.50,Portsmouth city, Virginia,0.41
